-5.454596710205078125e+01,1.344439220428466797e+01,1.505295085906982422e+01
-4.394214630126953125e+01,1.272798538208007812e+01,1.225821495056152344e+01
-3.804075622558593750e+01,1.269987487792968750e+01,1.074601173400878906e+01
-3.504518890380859375e+01,1.329087638854980469e+01,1.004295063018798828e+01
-3.354309844970703125e+01,1.429136466979980469e+01,9.769609451293945312e+00
-3.272458648681640625e+01,1.552799510955810547e+01,9.705592155456542969e+00
-3.267092514038085938e+01,1.714701843261718750e+01,9.886591911315917969e+00
-3.208150863647460938e+01,1.852227210998535156e+01,9.926049232482910156e+00
-3.131993293762207031e+01,1.980554389953613281e+01,9.929305076599121094e+00
-3.131993675231933594e+01,2.161859512329101562e+01,1.019721889495849609e+01
-3.131994056701660156e+01,2.353540420532226562e+01,1.049749851226806641e+01
-3.131995201110839844e+01,2.557193946838378906e+01,1.083410358428955078e+01
-3.131995201110839844e+01,2.774710845947265625e+01,1.121180057525634766e+01
-3.279647445678710938e+01,3.150143432617187500e+01,1.218490600585937500e+01
-3.242708206176757812e+01,3.376018905639648438e+01,1.254295349121093750e+01
-3.131993103027343750e+01,3.535287475585937500e+01,1.265549087524414062e+01
-3.131992149353027344e+01,3.835997390747070312e+01,1.326936531066894531e+01
-3.138130760192871094e+01,4.176095199584960938e+01,1.399700736999511719e+01
-3.150457000732421875e+01,4.564223480224609375e+01,1.486030960083007812e+01
-3.131991386413574219e+01,4.952843475341796875e+01,1.570191574096679688e+01
-3.171513557434082031e+01,5.493223571777343750e+01,1.699607467651367188e+01
-3.257925796508789062e+01,6.207460784912109375e+01,1.878447914123535156e+01
7.804999542236328125e+01,5.387409973144531250e+01,2.541171646118164062e+01
7.922637176513671875e+01,5.009975433349609375e+01,2.511699676513671875e+01
8.198946380615234375e+01,4.733667373657226562e+01,2.536762428283691406e+01
8.481288146972656250e+01,4.451325225830078125e+01,2.566534614562988281e+01
7.804999542236328125e+01,3.703516387939453125e+01,2.314838600158691406e+01
7.804999542236328125e+01,3.325398254394531250e+01,2.273248481750488281e+01
7.804999542236328125e+01,2.960043144226074219e+01,2.236690711975097656e+01
7.804999542236328125e+01,2.605693626403808594e+01,2.204809951782226562e+01
7.918876647949218750e+01,2.293737030029296875e+01,2.209074211120605469e+01
8.193170928955078125e+01,2.019442367553710938e+01,2.261054611206054688e+01
8.481169128417968750e+01,1.731444549560546875e+01,2.319393920898437500e+01
9.137534332275390625e+01,1.484999752044677734e+01,2.480515098571777344e+01
9.296499633789062500e+01,-2.291384696960449219e+01,2.565538215637207031e+01
8.761446380615234375e+01,-2.925000000000000000e+01,2.474992370605468750e+01
8.506499481201171875e+01,-3.226086425781250000e+01,2.437720680236816406e+01
8.506499481201171875e+01,-3.624277114868164062e+01,2.477564239501953125e+01
3.590886688232421875e+01,-1.703895187377929688e+01,1.064999961853027344e+01
3.241253662109375000e+01,-1.701140022277832031e+01,9.808401107788085938e+00
3.094833946228027344e+01,-1.786803627014160156e+01,9.575507164001464844e+00
3.359322357177734375e+01,-2.124307250976562500e+01,1.064999961853027344e+01
3.271060562133789062e+01,-2.257851028442382812e+01,1.064999961853027344e+01
3.177494049072265625e+01,-2.387731361389160156e+01,1.064999961853027344e+01
2.014763641357421875e+01,-1.645000076293945312e+01,6.969396591186523438e+00
1.857664108276367188e+01,-1.645748329162597656e+01,6.649999618530273438e+00
1.789891624450683594e+01,-1.719213104248046875e+01,6.649999618530273438e+00
1.719213867187500000e+01,-1.789890861511230469e+01,6.649999618530273438e+00
1.645748519897460938e+01,-1.857664680480957031e+01,6.649999618530273438e+00
1.569611740112304688e+01,-1.922426414489746094e+01,6.649999618530273438e+00
1.490930652618408203e+01,-1.984069252014160156e+01,6.649999618530273438e+00
1.409832477569580078e+01,-2.042492675781250000e+01,6.649999618530273438e+00
1.326446247100830078e+01,-2.097604942321777344e+01,6.649999618530273438e+00
1.240908145904541016e+01,-2.149314498901367188e+01,6.649999618530273438e+00
8.928271293640136719e+00,-1.701140022277832031e+01,5.147844314575195312e+00
8.071996688842773438e+00,-1.701139831542968750e+01,5.045310020446777344e+00
7.247870922088623047e+00,-1.701139831542968750e+01,4.954677581787109375e+00
8.800634384155273438e+00,-2.320537567138671875e+01,6.649999618530273438e+00
7.859116077423095703e+00,-2.354091835021972656e+01,6.649999618530273438e+00
6.904853343963623047e+00,-2.383827781677246094e+01,6.649999618530273438e+00
5.939379692077636719e+00,-2.409697532653808594e+01,6.649999618530273438e+00
4.964277267456054688e+00,-2.431659126281738281e+01,6.649999618530273438e+00
3.981122970581054688e+00,-2.449675941467285156e+01,6.649999618530273438e+00
2.991503953933715820e+00,-2.463719940185546875e+01,6.649999618530273438e+00
1.997031211853027344e+00,-2.473767280578613281e+01,6.649999618530273438e+00
9.993359446525573730e-01,-2.479801940917968750e+01,6.649999618530273438e+00
4.882812390860635787e-06,-2.481815338134765625e+01,6.649999618530273438e+00
-9.993163943290710449e-01,-2.479802131652832031e+01,6.649999618530273438e+00
-1.373295903205871582e+00,-1.701140022277832031e+01,4.573017597198486328e+00
-2.065551757812500000e+00,-1.701140022277832031e+01,4.591667175292968750e+00
-2.764628887176513672e+00,-1.701139831542968750e+01,4.617990493774414062e+00
-5.475232696533203125e+01,1.349525070190429688e+01,1.444837284088134766e+01
-4.405856323242187500e+01,1.276173114776611328e+01,1.175261783599853516e+01
-3.804074478149414062e+01,1.269987487792968750e+01,1.027554035186767578e+01
-3.664974975585937500e+01,1.389940738677978516e+01,1.004295158386230469e+01
-3.354309844970703125e+01,1.429136466979980469e+01,9.341885566711425781e+00
-3.272458267211914062e+01,1.552799510955810547e+01,9.280671119689941406e+00
-3.279644775390625000e+01,1.721290016174316406e+01,9.490069389343261719e+00
-3.208151245117187500e+01,1.852226829528808594e+01,9.491477012634277344e+00
-3.138323402404785156e+01,1.984556770324707031e+01,9.513778686523437500e+00
-3.137612152099609375e+01,2.165750885009765625e+01,9.768268585205078125e+00
-3.131994056701660156e+01,2.353540229797363281e+01,1.003790760040283203e+01
-3.131995201110839844e+01,2.557193565368652344e+01,1.035977649688720703e+01
-3.131995201110839844e+01,2.774706077575683594e+01,1.072093582153320312e+01
-3.131995201110839844e+01,3.008321380615234375e+01,1.112688446044921875e+01
